id,mbti_profile,category,subcategory,mbti_type,total_vote_counts,sloan_votes_json,sloan_total_votes,sloan_top_label,sloan_top_votes,bfi_dimensions_json,sloan_from_bfi
535,Walter White,Television,Breaking Bad (2008),INTJ 5w6,10276,"[{""myValue"": ""RLOEI"", ""personality_system_id"": 9, ""personality_type"": ""RLOEI"", ""theCount"": 365}, {""myValue"": ""RCOEI"", ""personality_system_id"": 9, ""personality_type"": ""RCOEI"", ""theCount"": 49}, {""myValue"": ""RLOEN"", ""personality_system_id"": 9, ""personality_type"": ""RLOEN"", ""theCount"": 36}, {""myValue"": ""RLUEI"", ""personality_system_id"": 9, ""personality_type"": ""RLUEI"", ""theCount"": 12}, {""myValue"": ""RCOAN"", ""personality_system_id"": 9, ""personality_type"": ""RCOAN"", ""theCount"": 9}, {""myValue"": ""RCOAI"", ""personality_system_id"": 9, ""personality_type"": ""RCOAI"", ""theCount"": 5}, {""myValue"": ""RCOEN"", ""personality_system_id"": 9, ""personality_type"": ""RCOEN"", ""theCount"": 5}, {""myValue"": ""RLOAI"", ""personality_system_id"": 9, ""personality_type"": ""RLOAI"", ""theCount"": 5}, {""myValue"": ""RLOAN"", ""personality_system_id"": 9, ""personality_type"": ""RLOAN"", ""theCount"": 5}, {""myValue"": ""RLUAI"", ""personality_system_id"": 9, ""personality_type"": ""RLUAI"", ""theCount"": 3}, {""myValue"": ""RCUEI"", ""personality_system_id"": 9, ""personality_type"": ""RCUEI"", ""theCount"": 2}, {""myValue"": ""SLOEI"", ""personality_system_id"": 9, ""personality_type"": ""SLOEI"", ""theCount"": 2}, {""myValue"": ""SLOEN"", ""personality_system_id"": 9, ""personality_type"": ""SLOEN"", ""theCount"": 2}, {""myValue"": ""SLUAN"", ""personality_system_id"": 9, ""personality_type"": ""SLUAN"", ""theCount"": 2}, {""myValue"": ""RCUAN"", ""personality_system_id"": 9, ""personality_type"": ""RCUAN"", ""theCount"": 1}, {""myValue"": ""RLUAN"", ""personality_system_id"": 9, ""personality_type"": ""RLUAN"", ""theCount"": 1}, {""myValue"": ""RLUEN"", ""personality_system_id"": 9, ""personality_type"": ""RLUEN"", ""theCount"": 1}, {""myValue"": ""SCOAI"", ""personality_system_id"": 9, ""personality_type"": ""SCOAI"", ""theCount"": 1}, {""myValue"": ""SCOEI"", ""personality_system_id"": 9, ""personality_type"": ""SCOEI"", ""theCount"": 1}]",507,RLOEI,365,"{""Extraversion"": [{""myValue"": ""Extraversion 25%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 25%"", ""theCount"": 39}, {""myValue"": ""Extraversion 50%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 50%"", ""theCount"": 14}, {""myValue"": ""Extraversion 0%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 0%"", ""theCount"": 1}, {""myValue"": ""Extraversion 75%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 75%"", ""theCount"": 1}], ""Neuroticism"": [{""myValue"": ""Neuroticism 75%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 75%"", ""theCount"": 40}, {""myValue"": ""Neuroticism 100%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 100%"", ""theCount"": 8}, {""myValue"": ""Neuroticism 50%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 50%"", ""theCount"": 8}], ""Conscientiousness"": [{""myValue"": ""Conscientiousness 75%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 75%"", ""theCount"": 35}, {""myValue"": ""Conscientiousness 100%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 100%"", ""theCount"": 10}, {""myValue"": ""Conscientiousness 50%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 50%"", ""theCount"": 8}, {""myValue"": ""Conscientiousness 25%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 25%"", ""theCount"": 2}, {""myValue"": ""Conscientiousness 0%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 0%"", ""theCount"": 1}], ""Agreeableness"": [{""myValue"": ""Agreeableness 25%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 25%"", ""theCount"": 42}, {""myValue"": ""Agreeableness 0%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 0%"", ""theCount"": 9}, {""myValue"": ""Agreeableness 50%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 50%"", ""theCount"": 3}, {""myValue"": ""Agreeableness 100%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 100%"", ""theCount"": 1}, {""myValue"": ""Agreeableness 75%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 75%"", ""theCount"": 1}], ""Openness"": [{""myValue"": ""Openness 75%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 75%"", ""theCount"": 32}, {""myValue"": ""Openness 50%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 50%"", ""theCount"": 13}, {""myValue"": ""Openness 25%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 25%"", ""theCount"": 5}, {""myValue"": ""Openness 100%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 100%"", ""theCount"": 3}, {""myValue"": ""Openness 0%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 0%"", ""theCount"": 2}]}",RLOEI
6818,Tyler Durden,Movies,Fight Club (1999),XXXX 8w7,17673,"[{""myValue"": ""SCUEI"", ""personality_system_id"": 9, ""personality_type"": ""SCUEI"", ""theCount"": 341}, {""myValue"": ""SCUEN"", ""personality_system_id"": 9, ""personality_type"": ""SCUEN"", ""theCount"": 36}, {""myValue"": ""SLUEI"", ""personality_system_id"": 9, ""personality_type"": ""SLUEI"", ""theCount"": 34}, {""myValue"": ""SCOEI"", ""personality_system_id"": 9, ""personality_type"": ""SCOEI"", ""theCount"": 26}, {""myValue"": ""SLUEN"", ""personality_system_id"": 9, ""personality_type"": ""SLUEN"", ""theCount"": 14}, {""myValue"": ""RLUAI"", ""personality_system_id"": 9, ""personality_type"": ""RLUAI"", ""theCount"": 5}, {""myValue"": ""RCOAN"", ""personality_system_id"": 9, ""personality_type"": ""RCOAN"", ""theCount"": 4}, {""myValue"": ""RLOAI"", ""personality_system_id"": 9, ""personality_type"": ""RLOAI"", ""theCount"": 4}, {""myValue"": ""RLUAN"", ""personality_system_id"": 9, ""personality_type"": ""RLUAN"", ""theCount"": 4}, {""myValue"": ""SCUAI"", ""personality_system_id"": 9, ""personality_type"": ""SCUAI"", ""theCount"": 4}, {""myValue"": ""RCOEI"", ""personality_system_id"": 9, ""personality_type"": ""RCOEI"", ""theCount"": 3}, {""myValue"": ""RCUAN"", ""personality_system_id"": 9, ""personality_type"": ""RCUAN"", ""theCount"": 3}, {""myValue"": ""RLOAN"", ""personality_system_id"": 9, ""personality_type"": ""RLOAN"", ""theCount"": 3}, {""myValue"": ""SLOEI"", ""personality_system_id"": 9, ""personality_type"": ""SLOEI"", ""theCount"": 3}, {""myValue"": ""SLUAN"", ""personality_system_id"": 9, ""personality_type"": ""SLUAN"", ""theCount"": 3}, {""myValue"": ""RCUAI"", ""personality_system_id"": 9, ""personality_type"": ""RCUAI"", ""theCount"": 2}, {""myValue"": ""RCUEI"", ""personality_system_id"": 9, ""personality_type"": ""RCUEI"", ""theCount"": 2}, {""myValue"": ""RCUEN"", ""personality_system_id"": 9, ""personality_type"": ""RCUEN"", ""theCount"": 2}, {""myValue"": ""SLUAI"", ""personality_system_id"": 9, ""personality_type"": ""SLUAI"", ""theCount"": 2}, {""myValue"": ""RCOAI"", ""personality_system_id"": 9, ""personality_type"": ""RCOAI"", ""theCount"": 1}, {""myValue"": ""RCOEN"", ""personality_system_id"": 9, ""personality_type"": ""RCOEN"", ""theCount"": 1}, {""myValue"": ""RLOEN"", ""personality_system_id"": 9, ""personality_type"": ""RLOEN"", ""theCount"": 1}, {""myValue"": ""RLUEI"", ""personality_system_id"": 9, ""personality_type"": ""RLUEI"", ""theCount"": 1}, {""myValue"": ""SCOAI"", ""personality_system_id"": 9, ""personality_type"": ""SCOAI"", ""theCount"": 1}, {""myValue"": ""SCOAN"", ""personality_system_id"": 9, ""personality_type"": ""SCOAN"", ""theCount"": 1}, {""myValue"": ""SCOEN"", ""personality_system_id"": 9, ""personality_type"": ""SCOEN"", ""theCount"": 1}, {""myValue"": ""SCUAN"", ""personality_system_id"": 9, ""personality_type"": ""SCUAN"", ""theCount"": 1}, {""myValue"": ""SLOEN"", ""personality_system_id"": 9, ""personality_type"": ""SLOEN"", ""theCount"": 1}]",504,SCUEI,341,"{""Extraversion"": [{""myValue"": ""Extraversion 75%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 75%"", ""theCount"": 29}, {""myValue"": ""Extraversion 100%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 100%"", ""theCount"": 11}, {""myValue"": ""Extraversion 50%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 50%"", ""theCount"": 4}], ""Neuroticism"": [{""myValue"": ""Neuroticism 25%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 25%"", ""theCount"": 20}, {""myValue"": ""Neuroticism 0%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 0%"", ""theCount"": 10}, {""myValue"": ""Neuroticism 50%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 50%"", ""theCount"": 7}, {""myValue"": ""Neuroticism 75%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 75%"", ""theCount"": 3}, {""myValue"": ""Neuroticism 100%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 100%"", ""theCount"": 1}], ""Conscientiousness"": [{""myValue"": ""Conscientiousness 25%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 25%"", ""theCount"": 24}, {""myValue"": ""Conscientiousness 50%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 50%"", ""theCount"": 5}, {""myValue"": ""Conscientiousness 0%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 0%"", ""theCount"": 2}, {""myValue"": ""Conscientiousness 75%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 75%"", ""theCount"": 2}, {""myValue"": ""Conscientiousness 100%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 100%"", ""theCount"": 1}], ""Agreeableness"": [{""myValue"": ""Agreeableness 25%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 25%"", ""theCount"": 26}, {""myValue"": ""Agreeableness 0%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 0%"", ""theCount"": 6}, {""myValue"": ""Agreeableness 50%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 50%"", ""theCount"": 3}, {""myValue"": ""Agreeableness 100%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 100%"", ""theCount"": 2}], ""Openness"": [{""myValue"": ""Openness 75%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 75%"", ""theCount"": 22}, {""myValue"": ""Openness 50%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 50%"", ""theCount"": 7}, {""myValue"": ""Openness 100%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 100%"", ""theCount"": 5}, {""myValue"": ""Openness 25%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 25%"", ""theCount"": 2}]}",SCUEI
40440,Jules Vaughn,Television,Euphoria (2019),ENFP 7w6,5651,"[{""myValue"": ""SLUAI"", ""personality_system_id"": 9, ""personality_type"": ""SLUAI"", ""theCount"": 206}, {""myValue"": ""SLUEI"", ""personality_system_id"": 9, ""personality_type"": ""SLUEI"", ""theCount"": 44}, {""myValue"": ""SCUAI"", ""personality_system_id"": 9, ""personality_type"": ""SCUAI"", ""theCount"": 6}, {""myValue"": ""RLUAI"", ""personality_system_id"": 9, ""personality_type"": ""RLUAI"", ""theCount"": 2}, {""myValue"": ""SLUAN"", ""personality_system_id"": 9, ""personality_type"": ""SLUAN"", ""theCount"": 2}, {""myValue"": ""SCUEI"", ""personality_system_id"": 9, ""personality_type"": ""SCUEI"", ""theCount"": 1}, {""myValue"": ""SLOAI"", ""personality_system_id"": 9, ""personality_type"": ""SLOAI"", ""theCount"": 1}, {""myValue"": ""SLUEN"", ""personality_system_id"": 9, ""personality_type"": ""SLUEN"", ""theCount"": 1}]",263,SLUAI,206,"{""Extraversion"": [{""myValue"": ""Extraversion 75%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 75%"", ""theCount"": 5}, {""myValue"": ""Extraversion 50%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 50%"", ""theCount"": 3}, {""myValue"": ""Extraversion 100%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 100%"", ""theCount"": 1}], ""Neuroticism"": [{""myValue"": ""Neuroticism 75%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 75%"", ""theCount"": 7}, {""myValue"": ""Neuroticism 50%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 50%"", ""theCount"": 2}, {""myValue"": ""Neuroticism 100%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 100%"", ""theCount"": 1}], ""Conscientiousness"": [{""myValue"": ""Conscientiousness 25%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 25%"", ""theCount"": 5}, {""myValue"": ""Conscientiousness 0%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 0%"", ""theCount"": 2}, {""myValue"": ""Conscientiousness 50%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 50%"", ""theCount"": 1}], ""Agreeableness"": [{""myValue"": ""Agreeableness 75%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 75%"", ""theCount"": 7}, {""myValue"": ""Agreeableness 50%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 50%"", ""theCount"": 2}], ""Openness"": [{""myValue"": ""Openness 100%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 100%"", ""theCount"": 6}, {""myValue"": ""Openness 75%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 75%"", ""theCount"": 2}, {""myValue"": ""Openness 50%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 50%"", ""theCount"": 1}]}",SLUAI
12,Michael Scott,Television,The Office (2005),ENFP 2w3,5462,"[{""myValue"": ""SLUAI"", ""personality_system_id"": 9, ""personality_type"": ""SLUAI"", ""theCount"": 122}, {""myValue"": ""SLUEI"", ""personality_system_id"": 9, ""personality_type"": ""SLUEI"", ""theCount"": 43}, {""myValue"": ""SCUAI"", ""personality_system_id"": 9, ""personality_type"": ""SCUAI"", ""theCount"": 6}, {""myValue"": ""SLUEN"", ""personality_system_id"": 9, ""personality_type"": ""SLUEN"", ""theCount"": 5}, {""myValue"": ""SLUAN"", ""personality_system_id"": 9, ""personality_type"": ""SLUAN"", ""theCount"": 4}, {""myValue"": ""SCUAN"", ""personality_system_id"": 9, ""personality_type"": ""SCUAN"", ""theCount"": 2}, {""myValue"": ""SLOAN"", ""personality_system_id"": 9, ""personality_type"": ""SLOAN"", ""theCount"": 2}, {""myValue"": ""RLUAI"", ""personality_system_id"": 9, ""personality_type"": ""RLUAI"", ""theCount"": 1}, {""myValue"": ""SCUEI"", ""personality_system_id"": 9, ""personality_type"": ""SCUEI"", ""theCount"": 1}, {""myValue"": ""SLOEI"", ""personality_system_id"": 9, ""personality_type"": ""SLOEI"", ""theCount"": 1}]",187,SLUAI,122,"{""Extraversion"": [{""myValue"": ""Extraversion 100%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 100%"", ""theCount"": 16}, {""myValue"": ""Extraversion 75%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 75%"", ""theCount"": 2}], ""Neuroticism"": [{""myValue"": ""Neuroticism 75%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 75%"", ""theCount"": 8}, {""myValue"": ""Neuroticism 50%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 50%"", ""theCount"": 3}, {""myValue"": ""Neuroticism 100%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 100%"", ""theCount"": 2}, {""myValue"": ""Neuroticism 0%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 0%"", ""theCount"": 1}], ""Conscientiousness"": [{""myValue"": ""Conscientiousness 0%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 0%"", ""theCount"": 9}, {""myValue"": ""Conscientiousness 25%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 25%"", ""theCount"": 4}], ""Agreeableness"": [{""myValue"": ""Agreeableness 50%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 50%"", ""theCount"": 12}, {""myValue"": ""Agreeableness 75%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 75%"", ""theCount"": 6}], ""Openness"": [{""myValue"": ""Openness 100%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 100%"", ""theCount"": 7}, {""myValue"": ""Openness 75%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 75%"", ""theCount"": 7}, {""myValue"": ""Openness 50%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 50%"", ""theCount"": 1}]}",SLUMI
395614,Han Mi-nyeo / No. 212,Television,Squid Game (2021),ESFP 2w3,3456,"[{""myValue"": ""SLUEN"", ""personality_system_id"": 9, ""personality_type"": ""SLUEN"", ""theCount"": 127}, {""myValue"": ""SLUEI"", ""personality_system_id"": 9, ""personality_type"": ""SLUEI"", ""theCount"": 13}, {""myValue"": ""SLOAN"", ""personality_system_id"": 9, ""personality_type"": ""SLOAN"", ""theCount"": 2}, {""myValue"": ""SLUAN"", ""personality_system_id"": 9, ""personality_type"": ""SLUAN"", ""theCount"": 2}, {""myValue"": ""RCOAN"", ""personality_system_id"": 9, ""personality_type"": ""RCOAN"", ""theCount"": 1}, {""myValue"": ""RCOEI"", ""personality_system_id"": 9, ""personality_type"": ""RCOEI"", ""theCount"": 1}, {""myValue"": ""RLUAN"", ""personality_system_id"": 9, ""personality_type"": ""RLUAN"", ""theCount"": 1}, {""myValue"": ""RLUEN"", ""personality_system_id"": 9, ""personality_type"": ""RLUEN"", ""theCount"": 1}, {""myValue"": ""SLOEI"", ""personality_system_id"": 9, ""personality_type"": ""SLOEI"", ""theCount"": 1}, {""myValue"": ""SLUAI"", ""personality_system_id"": 9, ""personality_type"": ""SLUAI"", ""theCount"": 1}]",150,SLUEN,127,"{""Extraversion"": [{""myValue"": ""Extraversion 100%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 100%"", ""theCount"": 6}, {""myValue"": ""Extraversion 75%"", ""personality_system_id"": 12, ""personality_type"": ""Extraversion 75%"", ""theCount"": 2}], ""Neuroticism"": [{""myValue"": ""Neuroticism 75%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 75%"", ""theCount"": 4}, {""myValue"": ""Neuroticism 0%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 0%"", ""theCount"": 1}, {""myValue"": ""Neuroticism 100%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 100%"", ""theCount"": 1}, {""myValue"": ""Neuroticism 50%"", ""personality_system_id"": 13, ""personality_type"": ""Neuroticism 50%"", ""theCount"": 1}], ""Conscientiousness"": [{""myValue"": ""Conscientiousness 0%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 0%"", ""theCount"": 4}, {""myValue"": ""Conscientiousness 25%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 25%"", ""theCount"": 2}, {""myValue"": ""Conscientiousness 75%"", ""personality_system_id"": 14, ""personality_type"": ""Conscientiousness 75%"", ""theCount"": 1}], ""Agreeableness"": [{""myValue"": ""Agreeableness 25%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 25%"", ""theCount"": 6}, {""myValue"": ""Agreeableness 0%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 0%"", ""theCount"": 1}, {""myValue"": ""Agreeableness 50%"", ""personality_system_id"": 15, ""personality_type"": ""Agreeableness 50%"", ""theCount"": 1}], ""Openness"": [{""myValue"": ""Openness 25%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 25%"", ""theCount"": 5}, {""myValue"": ""Openness 0%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 0%"", ""theCount"": 1}, {""myValue"": ""Openness 50%"", ""personality_system_id"": 16, ""personality_type"": ""Openness 50%"", ""theCount"": 1}]}",SLUEN
